step,lr-Adam,epoch,train_loss
19499,,8,1.3480942249298096
19549,,8,1.0961860418319702
19599,,8,1.3330541849136353
19649,,8,1.2001473903656006
19699,,8,1.1818580627441406
19749,,8,1.231802225112915
19799,,8,1.1413270235061646
19849,,8,1.1599621772766113
19899,,8,1.2156953811645508
19949,,8,1.2160173654556274
19999,,8,1.1671453714370728
20049,,8,1.363997220993042
20099,,8,1.1137782335281372
20149,,8,1.2854753732681274
20199,,8,1.079042673110962
20249,,8,1.1729745864868164
20299,,8,1.2084137201309204
20349,,8,1.2983391284942627
20399,,8,1.1797499656677246
20449,,8,1.1058006286621094
20499,,8,1.1737395524978638
20549,,8,1.190313696861267
20599,,8,1.0775352716445923
20610,0.001,,
20649,,9,1.1617915630340576
20699,,9,1.2029160261154175
20749,,9,1.3711405992507935
20799,,9,1.1656798124313354
20849,,9,1.1647547483444214
20899,,9,1.1860255002975464
20949,,9,1.1582666635513306
20999,,9,1.2611308097839355
21049,,9,1.1423285007476807
21099,,9,1.239532470703125
21149,,9,1.2568975687026978
21199,,9,1.32074773311615
21249,,9,1.2742314338684082
21299,,9,1.3117420673370361
21349,,9,1.314744234085083
21399,,9,1.4308075904846191
21449,,9,1.3125596046447754
21499,,9,1.3737009763717651
21549,,9,1.282393217086792
21599,,9,1.3995026350021362
21649,,9,1.3228214979171753
21699,,9,1.167191982269287
21749,,9,1.1924176216125488
21799,,9,1.293375849723816
21849,,9,1.1704325675964355
21899,,9,1.3465651273727417
21949,,9,1.3029115200042725
21999,,9,1.2177519798278809
22049,,9,1.3577595949172974
22099,,9,1.2828187942504883
22149,,9,1.304344892501831
22199,,9,1.2940479516983032
22249,,9,1.3160327672958374
22299,,9,1.2232928276062012
22349,,9,1.3802158832550049
22399,,9,1.121813416481018
22449,,9,1.315786600112915
22499,,9,1.2561272382736206
22549,,9,1.2112294435501099
22599,,9,1.2727659940719604
22649,,9,1.3213599920272827
22699,,9,1.2961899042129517
22749,,9,1.3099839687347412
22799,,9,1.2767122983932495
22849,,9,1.2351903915405273
22899,,9,1.4683042764663696
