step,lr-Adam,epoch,train_loss
0,0.001,,
49,,0,1.407158613204956
99,,0,1.4318039417266846
149,,0,1.4079809188842773
199,,0,1.3951656818389893
249,,0,1.3915339708328247
299,,0,1.4080830812454224
349,,0,1.3821877241134644
399,,0,1.3992217779159546
449,,0,1.3865301609039307
499,,0,1.3954106569290161
549,,0,1.3702640533447266
599,,0,1.388264536857605
649,,0,1.3637921810150146
699,,0,1.3778057098388672
749,,0,1.4093701839447021
799,,0,1.4389458894729614
849,,0,1.381551742553711
899,,0,1.3890281915664673
949,,0,1.40889573097229
999,,0,1.374394416809082
1049,,0,1.3845710754394531
1099,,0,1.3890786170959473
1149,,0,1.3788012266159058
1199,,0,1.2196253538131714
1249,,0,1.3582212924957275
1299,,0,1.368119478225708
1349,,0,1.2971687316894531
1399,,0,1.4815696477890015
1449,,0,1.2577486038208008
1499,,0,1.3815574645996094
1549,,0,1.5715172290802002
1599,,0,1.3480509519577026
1649,,0,1.3576780557632446
1699,,0,1.3249623775482178
1749,,0,1.3132095336914062
1799,,0,1.2643626928329468
1849,,0,1.3475478887557983
1899,,0,1.3793988227844238
1949,,0,1.381251335144043
1999,,0,1.3926268815994263
2049,,0,1.3829210996627808
2099,,0,1.390673041343689
2149,,0,1.3298031091690063
2199,,0,1.372955083847046
2249,,0,1.3779103755950928
2290,0.001,,
2299,,1,1.2942668199539185
2349,,1,1.4535151720046997
2399,,1,1.352048397064209
2449,,1,1.2677714824676514
2499,,1,1.3398683071136475
2549,,1,1.3888825178146362
2599,,1,1.4240942001342773
2649,,1,1.4023643732070923
2699,,1,1.4074962139129639
2749,,1,1.3933793306350708
2799,,1,1.4247853755950928
2849,,1,1.3828096389770508
2899,,1,1.3612053394317627
2949,,1,1.3669865131378174
2999,,1,1.3917616605758667
3049,,1,1.4092991352081299
3099,,1,1.3999751806259155
3149,,1,1.388340711593628
3199,,1,1.3772828578948975
3249,,1,1.3746529817581177
3299,,1,1.4202301502227783
3349,,1,1.3809484243392944
3399,,1,1.3512262105941772
3449,,1,1.3165583610534668
3499,,1,1.3248754739761353
3549,,1,1.3595776557922363
3599,,1,1.3685981035232544
3649,,1,1.2913482189178467
3699,,1,1.3895751237869263
3749,,1,1.393473505973816
3799,,1,1.28502357006073
3849,,1,1.3982762098312378
3899,,1,1.2854703664779663
3949,,1,1.3291516304016113
3999,,1,1.263986587524414
4049,,1,1.3028271198272705
4099,,1,1.3615034818649292
4149,,1,1.3534821271896362
4199,,1,1.364001989364624
4249,,1,1.2829960584640503
4299,,1,1.1614654064178467
4349,,1,1.2499850988388062
4399,,1,1.301586389541626
4449,,1,1.2652502059936523
4499,,1,1.453059434890747
4549,,1,1.3000074625015259
4580,0.001,,
4599,,2,1.2456125020980835
4649,,2,1.1932212114334106
4699,,2,1.354729175567627
4749,,2,1.3054381608963013
4799,,2,1.2488986253738403
4849,,2,1.2778843641281128
4899,,2,1.3244514465332031
4949,,2,1.1778504848480225
4999,,2,1.262446641921997
5049,,2,1.3195042610168457
5099,,2,1.2897160053253174
5149,,2,1.1681699752807617
5199,,2,1.1624077558517456
5249,,2,1.1685171127319336
5299,,2,1.221085786819458
5349,,2,1.3495862483978271
5399,,2,1.3274376392364502
5449,,2,1.374886155128479
5499,,2,1.3603503704071045
5549,,2,1.3762943744659424
5599,,2,1.3377101421356201
5649,,2,1.2967071533203125
5699,,2,1.4358457326889038
5749,,2,1.3309144973754883
5799,,2,1.3313391208648682
5849,,2,1.3482677936553955
5899,,2,1.324626088142395
5949,,2,1.3739912509918213
5999,,2,1.4025380611419678
6049,,2,1.3341115713119507
6099,,2,1.426999568939209
6149,,2,1.4316915273666382
6199,,2,1.347074031829834
6249,,2,1.3561705350875854
6299,,2,1.2969160079956055
6349,,2,1.3178250789642334
6399,,2,1.3890489339828491
6449,,2,1.3722835779190063
6499,,2,1.3522896766662598
6549,,2,1.3355685472488403
6599,,2,1.4014222621917725
6649,,2,1.3976162672042847
6699,,2,1.3868217468261719
6749,,2,1.334023118019104
6799,,2,1.2608354091644287
6849,,2,1.3238316774368286
6870,0.001,,
6899,,3,1.348404049873352
6949,,3,1.397040843963623
6999,,3,1.3341896533966064
7049,,3,1.4287878274917603
7099,,3,1.3907546997070312
7149,,3,1.370883822441101
7199,,3,1.3377656936645508
7249,,3,1.360059142112732
7299,,3,1.352650761604309
7349,,3,1.3653786182403564
7399,,3,1.3017786741256714
7449,,3,1.3839625120162964
7499,,3,1.3393062353134155
7549,,3,1.2906007766723633
7599,,3,1.4586237668991089
7649,,3,1.368501901626587
7699,,3,1.3499562740325928
7749,,3,1.2965692281723022
7799,,3,1.2525752782821655
7849,,3,1.2793275117874146
7899,,3,1.3576010465621948
7949,,3,1.479193925857544
7999,,3,1.3686457872390747
8049,,3,1.333759069442749
8099,,3,1.2345068454742432
8149,,3,1.5056090354919434
8199,,3,1.2306816577911377
8249,,3,1.2331775426864624
8299,,3,1.3764379024505615
8349,,3,1.2590978145599365
8399,,3,1.361833095550537
8449,,3,1.2826474905014038
8499,,3,1.2721037864685059
8549,,3,1.2399020195007324
8599,,3,1.3904595375061035
8649,,3,1.2864344120025635
8699,,3,1.2693482637405396
8749,,3,1.2540686130523682
8799,,3,1.236355185508728
8849,,3,1.2972954511642456
8899,,3,1.2374346256256104
8949,,3,1.229172706604004
8999,,3,1.4433507919311523
9049,,3,1.275001049041748
9099,,3,1.371647834777832
9149,,3,1.3390389680862427
9160,0.001,,
9199,,4,1.4087103605270386
9249,,4,1.3228025436401367
9299,,4,1.408493161201477
9349,,4,1.186539649963379
9399,,4,1.2847315073013306
9449,,4,1.2338340282440186
9499,,4,1.417927622795105
9549,,4,1.1680477857589722
9599,,4,1.2372311353683472
9649,,4,1.124504804611206
9699,,4,1.2088755369186401
9749,,4,1.3125534057617188
9799,,4,1.2721459865570068
9849,,4,1.3062177896499634
9899,,4,1.256284475326538
9949,,4,1.0292097330093384
9999,,4,1.288199782371521
10049,,4,1.3440529108047485
10099,,4,1.1794272661209106
10149,,4,1.2745802402496338
10199,,4,1.1964961290359497
10249,,4,1.2577358484268188
10299,,4,1.2485066652297974
10349,,4,1.1966710090637207
10399,,4,1.1459357738494873
10449,,4,1.1124255657196045
10499,,4,1.1034843921661377
10549,,4,1.2648435831069946
10599,,4,1.313075065612793
10649,,4,0.9448686242103577
10699,,4,1.1531474590301514
10749,,4,1.2666471004486084
10799,,4,1.199790120124817
10849,,4,1.3187477588653564
10899,,4,1.080998420715332
10949,,4,1.2486512660980225
10999,,4,1.2026653289794922
11049,,4,1.3765392303466797
11099,,4,1.1068148612976074
11149,,4,1.2555835247039795
11199,,4,1.3181989192962646
11249,,4,1.1746196746826172
11299,,4,1.1221868991851807
11349,,4,1.1408624649047852
11399,,4,1.1774863004684448
11449,,4,1.279877781867981
11450,0.001,,
11499,,5,1.3067522048950195
11549,,5,1.177604079246521
11599,,5,1.2128095626831055
11649,,5,1.049346923828125
11699,,5,1.2880488634109497
11749,,5,1.1428948640823364
11799,,5,1.2736482620239258
11849,,5,1.206101417541504
11899,,5,1.1450639963150024
11949,,5,1.1358155012130737
11999,,5,1.3291841745376587
12049,,5,1.184025764465332
12099,,5,1.0590405464172363
12149,,5,1.225649356842041
12199,,5,1.2297946214675903
12249,,5,1.1047602891921997
12299,,5,1.137803554534912
12349,,5,1.2201690673828125
12399,,5,1.143728494644165
12449,,5,1.267139196395874
12499,,5,1.218675971031189
12549,,5,1.3771718740463257
12599,,5,1.2329440116882324
12649,,5,1.2384819984436035
12699,,5,1.1755902767181396
12749,,5,1.300066351890564
12799,,5,1.3169384002685547
12849,,5,1.0144041776657104
12899,,5,1.1790642738342285
12949,,5,0.9371286034584045
12999,,5,1.3053405284881592
13049,,5,1.0938042402267456
13099,,5,1.4694452285766602
13149,,5,1.1858409643173218
13199,,5,1.0518611669540405
13249,,5,1.3734444379806519
13299,,5,1.1497501134872437
13349,,5,1.1587488651275635
13399,,5,1.0403001308441162
13449,,5,1.052405834197998
13499,,5,1.1262027025222778
13549,,5,1.0594204664230347
13599,,5,1.3014870882034302
13649,,5,1.333488941192627
13699,,5,1.2325739860534668
13740,0.001,,
13749,,6,1.1215780973434448
13799,,6,1.2485407590866089
13849,,6,1.2010611295700073
13899,,6,1.2250159978866577
13949,,6,1.2114346027374268
13999,,6,1.258386492729187
14049,,6,1.280684232711792
14099,,6,1.387408971786499
14149,,6,1.3557460308074951
14199,,6,1.3944247961044312
14249,,6,1.3546119928359985
14299,,6,1.4139461517333984
14349,,6,1.3483302593231201
14399,,6,1.3540558815002441
14449,,6,1.3494176864624023
14499,,6,1.2278146743774414
14549,,6,1.256287932395935
14599,,6,1.3242881298065186
14649,,6,1.2772341966629028
14699,,6,1.4267641305923462
14749,,6,1.332522988319397
14799,,6,1.3243364095687866
14849,,6,1.3088510036468506
14899,,6,1.4453743696212769
14949,,6,1.3114100694656372
14999,,6,1.313552737236023
15049,,6,1.2599385976791382
15099,,6,1.3113652467727661
15149,,6,1.3610490560531616
15199,,6,1.3504729270935059
15249,,6,1.3243666887283325
15299,,6,1.322278618812561
15349,,6,1.3216716051101685
15399,,6,1.2164318561553955
15449,,6,1.134264349937439
15499,,6,1.309827208518982
15549,,6,1.3023905754089355
15599,,6,1.3434756994247437
15649,,6,1.2395395040512085
15699,,6,1.3081436157226562
15749,,6,1.2630077600479126
15799,,6,1.2815793752670288
15849,,6,1.2552849054336548
15899,,6,1.2331840991973877
15949,,6,1.3281878232955933
15999,,6,1.4001823663711548
16030,0.001,,
16049,,7,1.3562394380569458
16099,,7,1.20253324508667
16149,,7,1.2197421789169312
16199,,7,1.3068052530288696
16249,,7,1.1415448188781738
16299,,7,1.3668608665466309
16349,,7,1.2351385354995728
16399,,7,1.223159909248352
16449,,7,1.2114182710647583
16499,,7,1.2851516008377075
16549,,7,1.3856617212295532
16599,,7,1.107454776763916
16649,,7,1.138933777809143
16699,,7,1.2176053524017334
16749,,7,1.2219880819320679
16799,,7,1.299212098121643
16849,,7,1.2637758255004883
16899,,7,1.1100749969482422
16949,,7,1.4842499494552612
16999,,7,1.2814199924468994
17049,,7,1.1973798274993896
17099,,7,1.1214139461517334
17149,,7,1.2876330614089966
17199,,7,1.2477587461471558
17249,,7,1.3360341787338257
17299,,7,1.2214175462722778
17349,,7,1.2913973331451416
17399,,7,1.0935266017913818
17449,,7,1.3159500360488892
17499,,7,1.3676457405090332
17549,,7,1.1904881000518799
17599,,7,1.2235627174377441
17649,,7,1.2484632730484009
17699,,7,1.1326985359191895
17749,,7,1.2166917324066162
17799,,7,1.3127107620239258
17849,,7,1.4273053407669067
17899,,7,1.1799525022506714
17949,,7,1.2225313186645508
17999,,7,1.1859571933746338
18049,,7,1.1554405689239502
18099,,7,1.1693485975265503
18149,,7,1.284604549407959
18199,,7,1.1638386249542236
18249,,7,1.2164615392684937
18299,,7,1.2924869060516357
18320,0.001,,
18349,,8,1.2183555364608765
18399,,8,1.0796406269073486
18449,,8,1.1916687488555908
18499,,8,1.3751490116119385
18549,,8,1.3358286619186401
18599,,8,1.301589846611023
18649,,8,1.313735842704773
18699,,8,1.1979843378067017
18749,,8,1.2313690185546875
18799,,8,1.1057056188583374
18849,,8,1.3637218475341797
18899,,8,1.2353330850601196
18949,,8,1.3164656162261963
18999,,8,1.1480281352996826
19049,,8,1.1229901313781738
19099,,8,1.1701688766479492
19149,,8,1.129109501838684
19199,,8,1.128787875175476
19249,,8,1.1786061525344849
19299,,8,1.1814601421356201
19349,,8,1.272487998008728
19399,,8,1.1501861810684204
19449,,8,1.3676122426986694
